,date,beach_address,beach_name,country_state,country,latitude,longitude,timestamp,datetime,datum,LAT,HAT,date_beach_address
29,2020-04-27,Samurai Beach New South Wales AUSTRALIA,Samurai Beach,New South Wales,AUSTRALIA,-32.7673021,152.1244595,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.8724609375,1.081038818359375,2020-04-27|Samurai Beach New South Wales AUSTRALIA
30,2020-04-27,Two Rocks near Three Mile Reef Western Australia AUSTRALIA,Two Rocks near Three Mile Reef,Western Australia,AUSTRALIA,-31.775555600000004,115.675,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.4383910369873047,0.4657600784301758,2020-04-27|Two Rocks near Three Mile Reef Western Australia AUSTRALIA
31,2020-04-27,Swain Reef Queensland AUSTRALIA,Swain Reef,Queensland,AUSTRALIA,-21.9813586,152.473207,1587913200,2020-04-26T15:00:00+00:00,MSL,-1.1063570404052734,1.4245571899414062,2020-04-27|Swain Reef Queensland AUSTRALIA
32,2020-04-27,Arrawarra Headland New South Wales AUSTRALIA,Arrawarra Headland,New South Wales,AUSTRALIA,-30.068610999999997,153.195278,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.8833928680419922,1.141236572265625,2020-04-27|Arrawarra Headland New South Wales AUSTRALIA
33,2020-04-27,Flat Rock Ballina New South Wales AUSTRALIA,Flat Rock,New South Wales,AUSTRALIA,-28.842362599999998,153.60194730000003,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.8868402099609375,1.1673131561279297,2020-04-27|Flat Rock Ballina New South Wales AUSTRALIA
34,2020-04-27,Cairns Aquarium Queensland AUSTRALIA,Cairns Aquarium,Queensland,AUSTRALIA,-16.9184171,145.7738313,1587913200,2020-04-26T15:00:00+00:00,MSL,-1.4884945678710937,1.5454592895507813,2020-04-27|Cairns Aquarium Queensland AUSTRALIA
35,2020-04-27,Dugong Bay Westerm Australia AUSTRALIA,Dugong Bay,Western Australia,AUSTRALIA,-16.395,123.87222220000001,1587913200,2020-04-26T15:00:00+00:00,MSL,-5.530013427734375,5.6035003662109375,2020-04-27|Dugong Bay Westerm Australia AUSTRALIA
36,2020-04-27,Sharpes Beach Ballina New South Wales AUSTRALIA,Sharpes Beach,New South Wales,AUSTRALIA,-28.8338657,153.60514990000001,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.8868402099609375,1.1673131561279297,2020-04-27|Sharpes Beach Ballina New South Wales AUSTRALIA
37,2020-04-27,Gearys Beach Western Australia AUSTRALIA,Gearys Beach,Western Australia,AUSTRALIA,-27.6728168,121.6283098,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.5313834381103516,0.7213011169433594,2020-04-27|Gearys Beach Western Australia AUSTRALIA
38,2020-04-27,Surfers Point Prevelly Western Australia AUSTRALIA,Surfers Point,Western Australia,AUSTRALIA,-33.976738299999994,114.98598359999998,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.5069694137573242,0.5164125823974609,2020-04-27|Surfers Point Prevelly Western Australia AUSTRALIA
