state,Date_Location,height_low_tide_max,height_low_tide_min,height_low_tide_mean
LOW TIDE,2004.04.26_-32.181_152.512,-0.2390023577384035,-0.3903114655261787,-0.3146569116322911
LOW TIDE,2004.06.10_-33.321_115.638,0.1062677479034111,-0.18233393062877423,-0.037157207199837956
LOW TIDE,2004.06.26_-31.929_115.755,0.033046243868747924,-0.099986011346105,-0.03346988373867854
LOW TIDE,2004.07.10_-33.875_114.986,-0.1627191772330129,-0.1627191772330129,-0.1627191772330129
LOW TIDE,2004.07.19_-31.874_115.753,-0.2437236366856317,-0.2437236366856317,-0.2437236366856317
LOW TIDE,2004.08.03_-28.647_153.602,-0.6756296162065611,-0.7426396071066069,-0.709134611656584
LOW TIDE,2004.09.25_-16.416_145.771,-0.8102426318855773,-1.1239294735951832,-0.9670860527403803
LOW TIDE,2004.10.21_-32.805_151.961,-0.2933911631468162,-0.536524085341442,-0.4149576242441291
LOW TIDE,2004.12.11_-16.21_145.881,-0.4930747084917831,-1.233069252299699,-0.8630719803957411
LOW TIDE,2004.12.16_-34.945_138.504,-0.6057638933579201,-0.6772129528733118,-0.6414884231156159
LOW TIDE,2005.01.14_-38.36_144.769,-0.670980034963698,-1.2273243104614278,-0.9491521727125629
LOW TIDE,2005.01.19_-38.173_144.873,-0.41803625464896327,-0.41803625464896327,-0.41803625464896327
LOW TIDE,2005.02.26_-26.895_152.319,-0.6605055728746378,-0.6698495932772881,-0.665177583075963
LOW TIDE,2005.04.16_-12.111_136.811,-0.203139268157116,-0.911650990602895,-0.5573951293800055
LOW TIDE,2005.04.16_-33.905_151.261,-0.162712949641061,-0.3673582260779021,-0.26503558785948156
LOW TIDE,2005.04.17_-34.921_150.723,-0.14713734123467515,-0.3870113777613245,-0.26707435949799985
LOW TIDE,2005.04.25_-36.443_150.061,-0.5085110532030421,-0.6158014094024777,-0.5621562313027599
LOW TIDE,2005.05.15_-19.259_146.817,-0.35530078042145846,-0.5185341216555659,-0.4369174510385122
LOW TIDE,2005.08.24_-34.982_138.516,-0.6974238145644235,-0.8232193267852587,-0.7603215706748411
LOW TIDE,2005.09.04_-34.914_135.686,-0.3764092898164418,-0.3818211690822672,-0.3791152294493545
LOW TIDE,2005.09.07_-30.29_153.119,-0.4878055991098657,-0.6264798553901961,-0.5571427272500309
LOW TIDE,2005.09.24_-35.775_137.214,-0.07786169013862526,-0.3658750806504331,-0.2218683853945292
LOW TIDE,2005.09.27_-33.981_151.243,-0.18852142312211229,-0.4097805633825909,-0.2991509932523516
LOW TIDE,2005.11.25_-37.835_144.96,-0.33598887644155473,-0.49421772432812383,-0.4151033003848393
LOW TIDE,2005.11.25_-38.474_145.022,-0.5871942460950105,-0.5871942460950105,-0.5871942460950105
LOW TIDE,2005.12.05_-34.58_138.482,-0.8061779374845782,-1.0076094561417759,-0.9068936968131771
LOW TIDE,2005.12.11_-16.101_145.838,-0.4041866859571429,-0.9311486896139519,-0.6676676877855474
LOW TIDE,2006.01.07_-27.397_153.454,-0.5142282174822946,-0.8183960993761819,-0.6663121584292382
LOW TIDE,2006.01.15_-31.934_115.764,-0.30065060566832924,-0.30065060566832924,-0.30065060566832924
LOW TIDE,2006.02.12_-25.257_152.818,-1.0900639458072205,-1.2074897251368732,-1.148776835472047
LOW TIDE,2006.02.12_-35.024_138.517,-0.8451493920489315,-0.8451493920489315,-0.8451493920489315
LOW TIDE,2006.02.13_-26.799_153.133,-0.6002528593537535,-0.7066401067787349,-0.6534464830662442
LOW TIDE,2006.03.15_-33.892_151.261,-0.4943703927075447,-0.6043962148111834,-0.5493833037593641
LOW TIDE,2006.04.11_-32.931_151.786,-0.41025809084645887,-0.5775122870562974,-0.4938851889513781
LOW TIDE,2006.05.02_-26.791_153.139,-0.4327829951873441,-0.5142487602788132,-0.4735158777330786
LOW TIDE,2006.06.05_-35.6_138.496,0.09775892990509517,-0.132068616792514,-0.03392636350507732
LOW TIDE,2006.08.29_-35.848_137.751,-0.23888757512310263,-0.4058263907636716,-0.3223569829433871
LOW TIDE,2006.12.18_-38.368_144.285,-0.10504927480600759,-0.7580923363363617,-0.43157080557118466
LOW TIDE,2007.01.09_-32.387_152.523,-0.31093608129154443,-0.5178251852505927,-0.41438063327106855
LOW TIDE,2007.01.19_-28.556_153.544,-0.6614647411895519,-0.6982845668120052,-0.6798746540007785
LOW TIDE,2007.01.23_-37.502_149.978,-0.420746185349966,-0.6768608380770743,-0.5488035117135202
LOW TIDE,2007.02.03_-33.37_151.486,-0.49046669254849073,-0.6470628796302893,-0.5687647860893901
LOW TIDE,2007.03.12_-24.85_152.351,-0.24894453093843621,-0.46667301492679103,-0.3578087729326136
LOW TIDE,2007.03.20_-28.498_153.547,-0.8145983943817744,-0.8702571999477757,-0.8424277971647751
LOW TIDE,2007.04.26_-16.517_139.406,-1.1811261456946034,-1.1811261456946034,-1.1811261456946034
LOW TIDE,2007.05.08_-28.252_153.575,-0.39216356258065627,-0.4045007416034175,-0.3983321520920369
LOW TIDE,2007.05.12_-38.369_142.498,-0.16432166396012393,-0.16432166396012393,-0.16432166396012393
LOW TIDE,2007.06.05_-33.37_151.486,-0.3468801798660286,-0.5956070567686996,-0.4712436183173641
LOW TIDE,2007.07.19_-12.089_96.884,-0.26088414604174287,-0.3640978932540942,-0.31249101964791853
LOW TIDE,2007.10.13_-10.601_142.231,-0.4217403922424558,-0.4217403922424558,-0.4217403922424558
LOW TIDE,2007.10.15_-28.647_153.602,-0.4101092787703514,-0.5418209425429307,-0.47596511065664104
LOW TIDE,2007.11.08_-28.636_153.634,-0.5048181839759335,-0.6377807146394208,-0.5712994493076771
LOW TIDE,2007.11.18_-20.673_117.147,-0.46086865037123625,-1.027901603163948,-0.7443851267675922
LOW TIDE,2007.12.14_-33.892_151.261,-0.3501346314333345,-0.586415844940064,-0.46827523818669925
LOW TIDE,2007.12.15_-27.834_153.421,-0.4631830853232971,-0.5203892703457533,-0.4917861778345252
LOW TIDE,2007.12.18_-32.679_152.176,-0.3138982595696637,-0.5822049391174264,-0.4480515993435451
LOW TIDE,2008.01.27_-28.167_153.533,-0.46708423272884453,-0.5658681319553058,-0.5164761823420752
LOW TIDE,2008.02.07_-36.406_150.075,-0.4286130152556945,-0.6773883083535832,-0.5530006618046388
LOW TIDE,2008.04.08_-28.873_153.59,-0.7419303619354928,-0.7718293761259639,-0.7568798690307283
LOW TIDE,2008.04.17_-28.168_153.552,-0.6430454984203565,-0.6430454984203565,-0.6430454984203565
LOW TIDE,2008.04.20_-31.186_152.913,-0.5593011940698268,-0.6130075679282903,-0.5861543809990586
LOW TIDE,2008.05.10_-35.027_117.884,-0.3608820486668386,-0.3608820486668386,-0.3608820486668386
LOW TIDE,2008.07.30_-37.471_144.785,-0.09280124470191695,-0.6125824317079577,-0.3526918382049373
LOW TIDE,2008.08.30_-28.652_153.628,-0.7224373943872237,-0.7262593235308412,-0.7243483589590325
LOW TIDE,2008.09.07_-28.64_153.627,-0.21139070871207247,-0.3890503661776745,-0.3002205374448735
LOW TIDE,2008.09.15_-11.176_132.531,-0.5290077800904467,-0.638310134129897,-0.5836589571101718
LOW TIDE,2008.10.11_-33.031_151.56,-0.3555180537920313,-0.5234184211018473,-0.4394682374469393
LOW TIDE,2008.10.12_-12.463_130.846,-1.715611975836823,-1.8564347625673037,-1.7860233692020633
LOW TIDE,2008.10.22_-33.795_151.285,-0.28870276670329037,-0.5544728316526051,-0.42158779917794775
LOW TIDE,2008.11.09_-34.786_138.494,-0.2782505155125394,-0.5036390479996525,-0.3909447817560959
LOW TIDE,2008.12.06_-37.141_150.005,-0.19767433904031298,-0.49587986571170906,-0.346777102376011
LOW TIDE,2008.12.27_-32.352_115.742,-0.3037164183842071,-0.3037164183842071,-0.3037164183842071
LOW TIDE,2008.12.27_-32.435_152.526,-0.4661984648095693,-0.571744252232883,-0.5189713585212261
LOW TIDE,2008.12.27_-33.746_151.304,-0.40248212931587796,-0.5676620254210718,-0.4850720773684749
LOW TIDE,2008.12.27_-42.318_148.282,-0.056759411138599135,-0.488084439318144,-0.27242192522837155
LOW TIDE,2009.01.11_-28.2_153.567,-0.7622320752758164,-0.8197817357649079,-0.7910069055203621
LOW TIDE,2009.01.11_-41.249_148.293,-0.298700071448382,-0.776712796235212,-0.5377064338417971
LOW TIDE,2009.01.12_-34.527_150.874,-0.596643126178055,-0.8371161244787152,-0.7168796253283851
LOW TIDE,2009.01.18_-38.333_142.354,-0.033200010956286385,-0.3702986465053312,-0.20174932873080878
LOW TIDE,2009.01.24_-35.76_150.205,-0.3173974473974054,-0.5221044355716843,-0.41975094148454484
LOW TIDE,2009.02.07_-29.689_153.313,-0.5956553507125311,-0.6502647638082534,-0.6229600572603922
LOW TIDE,2009.02.07_-32.379_152.529,-0.5900577292044379,-0.6783649941259814,-0.6342113616652096
LOW TIDE,2009.02.11_-33.864_151.217,-0.641241050150383,-0.7781122662259046,-0.7096766581881437
LOW TIDE,2009.02.12_-33.891_151.277,-0.6001631800823117,-0.705175033520207,-0.6526691068012593
LOW TIDE,2009.02.18_-31.454_152.931,-0.24227468438556776,-0.2979996494219167,-0.27013716690374223
LOW TIDE,2009.02.22_-16.416_145.771,-0.5525251592187679,-0.9505726858999018,-0.7515489225593348
LOW TIDE,2009.03.01_-33.63_151.33,-0.5329167183495332,-0.5553900887351083,-0.5441534035423208
LOW TIDE,2009.03.16_-32.006_115.507,-0.18380330818754947,-0.18380330818754947,-0.18380330818754947
LOW TIDE,2009.03.19_-35.714_150.179,-0.17036928024679995,-0.3260022698066575,-0.24818577502672873
LOW TIDE,2009.03.19_-35.845_150.169,-0.1693148170376672,-0.3273046732345101,-0.24830974513608867
LOW TIDE,2009.03.20_-33.353_151.501,-0.20411053755542183,-0.3409227671848469,-0.27251665237013434
LOW TIDE,2009.04.12_-32.75_152.163,-0.4920187683221059,-0.5829244626338795,-0.5374716154779927
LOW TIDE,2009.06.27_-34.77_150.813,-0.4200696330391846,-0.7431111396279868,-0.5815903863335857
LOW TIDE,2009.07.30_-28.726_153.598,-0.24219629465012593,-0.46975909758625783,-0.35597769611819186
LOW TIDE,2009.10.28_-28.8_153.583,-0.2754763728222954,-0.2754763728222954,-0.2754763728222954
LOW TIDE,2009.10.30_-38.361_141.604,-0.0498367383891224,-0.17960270932854522,-0.1147197238588338
LOW TIDE,2009.11.08_-35.537_138.232,-0.4399727697475174,-0.46956114529757337,-0.45476695752254537
LOW TIDE,2009.12.12_-32.674_152.186,-0.4168771851328706,-0.4168771851328706,-0.4168771851328706
LOW TIDE,2009.12.13_-33.859_151.278,-0.48604633096266325,-0.48604633096266325,-0.48604633096266325
LOW TIDE,2009.12.20_-26.615_153.114,-0.4823424561367497,-0.6023283551263516,-0.5423354056315507
LOW TIDE,2009.12.26_-33.465_151.435,-0.24820055275566294,-0.4366192112089738,-0.34240988198231836
LOW TIDE,2010.01.09_-10.58_142.219,-0.7818289585964785,-0.8028735812940403,-0.7923512699452594
LOW TIDE,2010.01.22_-38.15_144.362,-0.32748814942493665,-0.41459823678945573,-0.3710431931071962
LOW TIDE,2010.01.27_-20.918_142.703,-1.4400346334953151,-1.4400346334953151,-1.4400346334953151
LOW TIDE,2010.02.06_-29.43_153.363,-0.2966974586341482,-0.45350634411245716,-0.3751019013733027
LOW TIDE,2010.02.11_-33.68_151.314,-0.35129126584807174,-0.5167737912126233,-0.43403252853034757
LOW TIDE,2010.02.13_-20.35_148.932,-1.3984554991869311,-1.5446646862260618,-1.4715600927064965
LOW TIDE,2010.05.18_-31.315_152.977,-0.484354046849089,-0.6360068840615497,-0.5601804654553193
LOW TIDE,2010.06.06_-35.017_116.862,-0.0691012209255247,-0.08278160312364924,-0.07594141202458697
LOW TIDE,2010.08.08_-31.186_152.913,-0.6067485536778696,-0.6145041844594578,-0.6106263690686637
LOW TIDE,2010.08.10_-19.209_146.768,-1.1471647141162082,-1.615979360337491,-1.3815720372268496
LOW TIDE,2010.08.17_-33.861_114.986,-0.3035366507875516,-0.3035366507875516,-0.3035366507875516
LOW TIDE,2010.09.13_-31.253_146.921,-0.49014130308287535,-0.49014130308287535,-0.49014130308287535
LOW TIDE,2010.10.09_-30.081_153.196,-0.7537696161711172,-0.8244369195205669,-0.7891032678458421
LOW TIDE,2010.10.23_-30.828_115.188,-0.044852426775545094,-0.21423501536170106,-0.12954372106862308
LOW TIDE,2010.11.12_-32.204_115.678,-0.1694735809114138,-0.1694735809114138,-0.1694735809114138
LOW TIDE,2011.01.03_-33.653_115.345,-0.3888882771208095,-0.3888882771208095,-0.3888882771208095
LOW TIDE,2011.01.20_-28.277_153.573,-0.7513544004459306,-0.7815036872105712,-0.7664290438282508
LOW TIDE,2011.02.12_-21.931_114.124,-0.31048577875806493,-0.34270992393109234,-0.32659785134457864
LOW TIDE,2011.02.13_-26.407_153.105,-0.24921151273095266,-0.48913173695888773,-0.36917162484492017
LOW TIDE,2011.02.17_-34.727_135.158,-0.3627415493508187,-0.37103690442811127,-0.366889226889465
LOW TIDE,2011.02.28_-20.918_142.703,-1.3961514375999282,-1.3961514375999282,-1.3961514375999282
LOW TIDE,2011.03.10_-28.652_153.628,-0.38671067633013556,-0.49159758669991666,-0.43915413151502614
LOW TIDE,2011.03.16_-32.679_152.176,-0.6056621825597888,-0.6056621825597888,-0.6056621825597888
LOW TIDE,2011.03.23_-31.844_152.727,-0.6220221895421346,-0.6888213562705429,-0.6554217729063387
LOW TIDE,2011.08.28_-18.693_146.52,-1.462591632284083,-1.462591632284083,-1.462591632284083
LOW TIDE,2011.09.04_-33.543_115.039,-0.26756798443999447,-0.26756798443999447,-0.26756798443999447
LOW TIDE,2011.10.09_-31.994_115.751,-0.04899823270501352,-0.08670518166375112,-0.06785170718438233
LOW TIDE,2011.10.19_-37.89_144.985,-0.1798335733851116,-0.5433748160432275,-0.36160419471416955
LOW TIDE,2011.10.22_-32.006_115.507,-0.15837481769392053,-0.15837481769392053,-0.15837481769392053
LOW TIDE,2011.11.28_-26.481_153.096,-0.6104713867056181,-0.7746850885144403,-0.6925782376100291
LOW TIDE,2011.12.02_-28.726_153.598,-0.2829162591634653,-0.4874034800945975,-0.38515986962903137
LOW TIDE,2011.12.07_-33.95_151.244,-0.42427215036889343,-0.42509734155281054,-0.424684745960852
LOW TIDE,2011.12.11_-29.479_153.359,-0.6026366756038282,-0.6094832689347234,-0.6060599722692758
LOW TIDE,2012.01.02_-28.317_153.533,-0.1873815237208143,-0.4665115804004223,-0.3269465520606183
LOW TIDE,2012.01.03_-33.461_151.438,-0.24106763891801855,-0.3717301868993651,-0.3063989129086918
LOW TIDE,2012.01.18_-33.02_151.709,-0.41494585317468574,-0.4837670978009325,-0.4493564754878091
LOW TIDE,2012.02.06_-26.757_153.126,-0.5948430467667986,-0.6838574696156793,-0.6393502581912389
LOW TIDE,2012.02.25_-32.616_152.314,-0.5106717239794065,-0.5696136644357404,-0.5401426942075734
LOW TIDE,2012.03.06_-37.821_144.958,-0.16605514481871728,-0.46624925365091663,-0.31615219923481697
LOW TIDE,2012.03.20_-28.053_153.441,-0.5658175483977859,-0.6405283682022983,-0.603172958300042
LOW TIDE,2012.03.22_-27.71_114.165,-0.09540506539232145,-0.12041384070572615,-0.1040080379078862
LOW TIDE,2012.03.31_-33.467_115.56,0.16579661117380104,-0.2358745230493111,-0.03503895593775504
LOW TIDE,2012.04.11_-35.237_136.897,-0.04420645522488172,-0.4416189166077444,-0.24291268591631304
LOW TIDE,2012.06.03_-33.02_151.709,-0.6659267872432154,-0.7085713320484567,-0.687249059645836
LOW TIDE,2012.06.12_-38.619_142.996,-0.19780676058913246,-0.26222869639446467,-0.23001772849179858
LOW TIDE,2012.06.20_-31.779_115.733,-0.24932690707070249,-0.24932690707070249,-0.24932690707070249
LOW TIDE,2012.06.22_-43.63_146.79,-0.37177510897297567,-0.37177510897297567,-0.37177510897297567
LOW TIDE,2012.07.07_-38.283_144.6,-0.7543146662743306,-1.1558503449033484,-0.9550825055888394
LOW TIDE,2012.07.14_-30.828_115.188,-0.21295240049544908,-0.21295240049544908,-0.21295240049544908
LOW TIDE,2012.07.31_-32.797_134.211,-0.49506230010957003,-0.5104926273352505,-0.5027774637224103
LOW TIDE,2012.08.11_-31.76_115.733,-0.19065484228671215,-0.19065484228671215,-0.19065484228671215
LOW TIDE,2012.10.02_-31.779_115.733,-0.07360813717856807,-0.15626545892551616,-0.11493679805204211
LOW TIDE,2012.11.27_-26.682_153.118,-0.5186913775046059,-0.6966669723124729,-0.6076791749085394
LOW TIDE,2012.12.02_-35.272_150.516,-0.3512231944661335,-0.5554761866449536,-0.4533496905555435
LOW TIDE,2012.12.19_-31.878_115.752,-0.12389661279160755,-0.12389661279160755,-0.12389661279160755
LOW TIDE,2012.12.28_-31.735_152.792,-0.5289936385680523,-0.5922455232479108,-0.5606195809079815
LOW TIDE,2012.12.30_-33.746_151.304,-0.45599900118105996,-0.6200325865023306,-0.5380157938416953
LOW TIDE,2013.01.05_-20.385_116.876,-0.9503006946691025,-1.1947468010340854,-1.0725237478515939
LOW TIDE,2013.01.21_-26.807_153.132,-0.22250892759743846,-0.49699238870796925,-0.35975065815270385
LOW TIDE,2013.01.25_-26.365_152.968,-0.5241505316350739,-0.6502811327237719,-0.5872158321794229
LOW TIDE,2013.01.26_-38.385_141.565,-0.13159603378527074,-0.3248777662545964,-0.22823690001993358
LOW TIDE,2013.03.10_-28.802_114.619,-0.034762384740830876,-0.24917992829492733,-0.10900285957451378
LOW TIDE,2013.04.02_-31.951_115.86,-0.22168059367817877,-0.22168059367817877,-0.22168059367817877
LOW TIDE,2013.04.21_-31.844_152.727,-0.3642128809382355,-0.5134967107170663,-0.43885479582765086
LOW TIDE,2013.04.28_-30.157_153.15,-0.7039858645404155,-0.759997755690447,-0.7319918101154312
LOW TIDE,2013.06.06_-35.071_150.783,-0.42993579519138836,-0.47246395804871694,-0.4511998766200527
LOW TIDE,2013.07.02_-38.474_145.022,-0.6557836831912339,-0.6557836831912339,-0.6557836831912339
LOW TIDE,2013.08.25_-31.253_146.921,-0.459183778022516,-0.5159798383965192,-0.4875818082095176
LOW TIDE,2013.10.24_-33.71_151.303,-0.3469741705654224,-0.44146348026398147,-0.39421882541470193
LOW TIDE,2013.10.26_-31.812_115.709,-0.13739312065184606,-0.14129744565377597,-0.13934528315281103
LOW TIDE,2013.10.28_-22.096_113.889,-0.01031855855033003,-0.26840435742124336,-0.1393614579857867
LOW TIDE,2013.11.12_-31.878_115.752,-0.00560126030539422,-0.08322806835774464,-0.04441466433156943
LOW TIDE,2013.11.23_-33.864_114.988,-0.19503008738133765,-0.19503008738133765,-0.19503008738133765
LOW TIDE,2013.11.30_-30.238_153.152,-0.5077954859620735,-0.6218346305661485,-0.5648150582641109
LOW TIDE,2013.12.05_-31.454_152.931,-0.7092230690973662,-0.7970375074381626,-0.7531302882677644
LOW TIDE,2014.01.26_-33.529_151.308,-0.40055960713267136,-0.46207999556530904,-0.4313198013489902
LOW TIDE,2014.02.08_-35.152_137.685,-0.09164047941868773,-0.4401878996547647,-0.2659141895367262
LOW TIDE,2014.03.12_-31.479_152.93,-0.4492346345577744,-0.4492346345577744,-0.4492346345577744
LOW TIDE,2014.03.18_-28.8_153.583,-0.6362310102819864,-0.6838138638221702,-0.6600224370520783
LOW TIDE,2014.03.18_-38.368_144.285,-0.6546475151033467,-0.6931081575751727,-0.6738778363392597
LOW TIDE,2014.03.29_-32.607_115.64,-0.09900402379792936,-0.163135185060437,-0.1310696044291832
LOW TIDE,2014.04.03_-36.736_149.967,-0.4181016112328258,-0.566347322571812,-0.4922244669023189
LOW TIDE,2014.05.14_-34.333_135.75,-0.429731207004026,-0.5155338308645487,-0.47263251893428737
LOW TIDE,2014.05.22_-32.771_151.999,-0.36326724784924264,-0.6183128136556192,-0.4907900307524309
LOW TIDE,2014.05.27_-27.997_153.42,-0.5555433379267447,-0.717617099072341,-0.6365802184995428
