Date_Location,timestamp,datetime,datum,LAT,HAT
2012.07.07_-38.283_144.6,1341583200,2012-07-06T14:00:00+00:00,MSL,-1.4889448547363282,1.3381590270996093
2012.06.22_-43.63_146.79,1340287200,2012-06-21T14:00:00+00:00,MSL,-0.6317258071899414,0.5426812362670899
2012.06.20_-31.779_115.733,1340121600,2012-06-19T16:00:00+00:00,MSL,-0.4383910369873047,0.4657600784301758
2012.06.12_-38.619_142.996,1339423200,2012-06-11T14:00:00+00:00,MSL,-0.6942464447021485,0.6148826599121093
2012.06.03_-33.02_151.709,1338645600,2012-06-02T14:00:00+00:00,MSL,-0.8728636169433593,1.0772764587402344
2012.04.11_-35.237_136.897,1334068200,2012-04-10T14:30:00+00:00,MSL,-0.49566455841064455,0.6933939361572266
2012.03.31_-33.467_115.56,1333123200,2012-03-30T16:00:00+00:00,MSL,-0.48529083251953126,0.4962222671508789
2012.03.22_-27.71_114.165,1332367200,2012-03-21T22:00:00+00:00,MSL,-0.4932524490356445,0.519564094543457
2012.03.20_-28.053_153.441,1332165600,2012-03-19T14:00:00+00:00,MSL,-0.8965574645996094,1.1849622344970703
2012.03.06_-37.821_144.958,1330952400,2012-03-05T13:00:00+00:00,MSL,-0.6727967071533203,0.5962227249145508
2012.02.25_-32.616_152.314,1330088400,2012-02-24T13:00:00+00:00,MSL,-0.8733307647705079,1.0862841796875
2012.02.06_-26.757_153.126,1328450400,2012-02-05T14:00:00+00:00,MSL,-0.9431330871582031,1.2188253021240234
2012.01.18_-33.02_151.709,1326805200,2012-01-17T13:00:00+00:00,MSL,-0.8728636169433593,1.0772764587402344
2012.01.03_-33.461_151.438,1325509200,2012-01-02T13:00:00+00:00,MSL,-0.8683502197265625,1.0624525451660156
2012.01.02_-28.317_153.533,1325422800,2012-01-01T13:00:00+00:00,MSL,-0.8889710235595704,1.1685575103759767
2011.12.11_-29.479_153.359,1323522000,2011-12-10T13:00:00+00:00,MSL,-0.8904793548583985,1.1617720794677735
2011.12.07_-33.95_151.244,1323176400,2011-12-06T13:00:00+00:00,MSL,-0.8606995391845703,1.0447637939453125
2011.12.02_-28.726_153.598,1322744400,2011-12-01T13:00:00+00:00,MSL,-0.8881761169433594,1.1683778381347656
2011.11.28_-26.481_153.096,1322402400,2011-11-27T14:00:00+00:00,MSL,-0.9415087890625,1.2157884979248046
2011.10.22_-32.006_115.507,1319212800,2011-10-21T16:00:00+00:00,MSL,-0.43395423889160156,0.46272380828857423
2011.10.19_-37.89_144.985,1318942800,2011-10-18T13:00:00+00:00,MSL,-0.6727967071533203,0.5962227249145508
2011.10.09_-31.994_115.751,1318089600,2011-10-08T16:00:00+00:00,MSL,-0.435899543762207,0.46491676330566406
